mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5402430534362793,0.03941588050185053,0.012879562377929688,0.006755694842234409,entropy,,12,8,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 12, 'min_samples_leaf': 8}",0.7773303378407019,0.7796617354075707,0.7799160696875928,0.7782205078207791,0.7793132683340398,0.7788883838181369,0.0009703920233246901,20
0.5085731983184815,0.038308387851568045,0.01117253303527832,0.0014641391902533514,entropy,,12,9,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 12, 'min_samples_leaf': 9}",0.7875884871349244,0.7641049552795558,0.7786867873341529,0.7776694502140646,0.7542178889359898,0.7724535137797375,0.011809856502313601,53
0.7606620788574219,0.028346068838725216,0.013148927688598632,0.002765280223737712,entropy,,15,1,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 1}",0.7589334915857743,0.7548217540587512,0.7511762960451019,0.753295748378619,0.7547265790589233,0.7545907738254339,0.0025403441458149286,114
0.7102751731872559,0.021292430688677817,0.013166475296020507,0.0019190302776657467,entropy,,15,2,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 2}",0.7578737654190157,0.7583824339790598,0.7521936331651902,0.7553304226187953,0.7536668079694786,0.7554894126303079,0.0023775633998479326,106
0.6811753749847412,0.06667644685244742,0.010837984085083009,0.0013706169684433132,entropy,,15,3,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 3}",0.7721164851002501,0.7649103471662922,0.7595693272858294,0.7666482980797762,0.764349300551081,0.7655187516366458,0.004048194263399793,85
0.6685227870941162,0.033699222386364504,0.011216497421264649,0.0016706568408647164,entropy,,15,4,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 4}",0.7733881565003603,0.7704209232334365,0.7697426984867111,0.767623246153194,0.766129715981348,0.7694609480710101,0.0024858864507745194,67
0.6711525440216064,0.05591102290880329,0.010233020782470703,0.0009333422833265742,entropy,,15,5,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 5}",0.777966173540757,0.7780085625874275,0.7756771650205587,0.7755076088338774,0.7723611699872828,0.7759041359939806,0.002070843686404847,37
0.6690557956695556,0.0387921574690294,0.009839916229248047,0.0009589816542330264,entropy,,15,7,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 7}",0.7788139544741639,0.779322623034208,0.7777118392607351,0.7722436522402611,0.7780415430267063,0.7772267224072149,0.0025550876448718228,28
0.689606761932373,0.03441424417497775,0.01052098274230957,0.0018078592774785549,entropy,,15,8,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 8}",0.7829680810478572,0.7809334068076809,0.7825018015344835,0.7778813954474164,0.7794404408647732,0.7807450251404423,0.0018955760955343807,7
0.6868039131164551,0.053511901054232425,0.01079545021057129,0.0014644036463878692,entropy,,15,9,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 15, 'min_samples_leaf': 9}",0.7849179771946929,0.7815268534610657,0.7797465135009114,0.7802551820609555,0.7557015684612124,0.7764296189357676,0.010519722667395202,33
0.8543902397155761,0.03181591552817187,0.011411285400390625,0.0007605043920404195,entropy,,17,1,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 1}",0.7591030477724556,0.7563477597388835,0.7554999788054767,0.7578313763723454,0.7560406952098346,0.7569645715797992,0.0013193534297988461,98
0.8081505775451661,0.015630928858028307,0.010470151901245117,0.0005284171824651765,entropy,,17,2,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 2}",0.7602475520325548,0.7564749268788945,0.7502013479716841,0.7524903564918825,0.7560406952098346,0.7550909757169701,0.003466388526219571,110
0.7524275779724121,0.013477214256002654,0.010510396957397462,0.0010410859876875036,entropy,,17,3,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 3}",0.7691916408799966,0.7617735577126871,0.7659700733330508,0.7663515747530838,0.7615938957185248,0.7649761484794686,0.0029101986731498285,88
0.762070608139038,0.050542105005444246,0.011047697067260743,0.0010641039047994028,entropy,,17,4,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 4}",0.7713110932135137,0.7694459751600187,0.7694459751600187,0.7692340299266669,0.7682068673166595,0.7695287881553755,0.0010024654030825915,66
0.708429479598999,0.052593527668400746,0.010407972335815429,0.001140389230609912,entropy,,17,5,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 5}",0.7759314993005807,0.7729642660336569,0.7706328684667881,0.7746174388538002,0.7726155150487495,0.7733523175407151,0.001807848203651218,48
0.7176857948303222,0.054828679216698636,0.009885168075561524,0.001120799594506067,entropy,,17,7,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 7}",0.7799160696875928,0.7758043321605697,0.7764401678606249,0.7764825569072952,0.7763459092835947,0.7769978071799354,0.0014793278207753011,31
0.6625731468200684,0.04773121486960595,0.009816932678222656,0.0014238876801518903,entropy,,17,8,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 8}",0.7770336145140095,0.7847060319613411,0.7763977788139544,0.7744054936204485,0.783467571004663,0.7792020979828834,0.004100280217362768,18
0.6784098625183106,0.03165659235950317,0.010828542709350585,0.0017598381869431896,entropy,,17,9,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 17, 'min_samples_leaf': 9}",0.783688694841253,0.784070196261286,0.7800432368276038,0.778941121614175,0.7802034760491734,0.7813893451186982,0.0020825975753772682,4
0.9318589687347412,0.04521282228168538,0.01219182014465332,0.0011002976395767107,entropy,,20,1,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 20, 'min_samples_leaf': 1}",0.7613920562926539,0.757534653045653,0.7510067398584206,0.7527446907719045,0.7560830860534125,0.755752245204409,0.003651276684784925,101
